0.000000000000000000e+00 6.642681549875492086e-01
1.000000000000000000e+00 5.640950663034075552e-01
2.000000000000000000e+00 4.945932610505029969e-01
3.000000000000000000e+00 9.380505010120399056e-01
4.000000000000000000e+00 6.485398091980657531e-01
5.000000000000000000e+00 9.235906476778372731e-01
6.000000000000000000e+00 9.795482290433663586e-01
7.000000000000000000e+00 4.865782492722698360e-01
8.000000000000000000e+00 9.959398826430284624e-01
9.000000000000000000e+00 8.314922305440379802e-01
1.000000000000000000e+01 9.984126194644682428e-01
1.100000000000000000e+01 5.219555001898492641e-01
1.200000000000000000e+01 9.757472737494572446e-01
1.300000000000000000e+01 6.426819348695550493e-01
1.400000000000000000e+01 6.718206650580080819e-01
1.500000000000000000e+01 5.102460683744155512e-01
1.600000000000000000e+01 9.951998159912636144e-01
1.700000000000000000e+01 4.515903293135103413e-01
1.800000000000000000e+01 8.554533320389867690e-01
1.900000000000000000e+01 9.959583562228264686e-01
2.000000000000000000e+01 9.868589107133431959e-01
2.100000000000000000e+01 9.991089873817063927e-01
2.200000000000000000e+01 9.872419394402794923e-01
2.300000000000000000e+01 9.490356777748467643e-01
2.400000000000000000e+01 7.485491915775446259e-01
2.500000000000000000e+01 9.494664313546311574e-01
2.600000000000000000e+01 9.723659106760728088e-01
2.700000000000000000e+01 6.500196155820566757e-01
2.800000000000000000e+01 3.952353927981285819e-01
2.900000000000000000e+01 7.216688751446773686e-01
3.000000000000000000e+01 9.321724428764688319e-01
3.100000000000000000e+01 5.913695517895185549e-01
3.200000000000000000e+01 8.523255304133861010e-01
3.300000000000000000e+01 6.815616066444514232e-01
3.400000000000000000e+01 7.137873066613996675e-01
3.500000000000000000e+01 7.006103964009189333e-01
3.600000000000000000e+01 3.946206961188296614e-01
3.700000000000000000e+01 8.129846977477790393e-01
3.800000000000000000e+01 7.505914981044915502e-01
3.900000000000000000e+01 9.916456190012615801e-01
4.000000000000000000e+01 5.222838570151141502e-01
4.100000000000000000e+01 9.995821353701404011e-01
4.200000000000000000e+01 6.802043126766575964e-01
4.300000000000000000e+01 6.086919322907107244e-01
4.400000000000000000e+01 6.355299405553683778e-01
4.500000000000000000e+01 6.449689246804363174e-01
4.600000000000000000e+01 3.770187200220689872e-01
4.700000000000000000e+01 9.991990132493112631e-01
4.800000000000000000e+01 9.176971564907505652e-01
4.900000000000000000e+01 9.111321734304224096e-01
5.000000000000000000e+01 9.365718033553067645e-01
5.100000000000000000e+01 6.207058907151530303e-01
5.200000000000000000e+01 8.277142234980837676e-01
5.300000000000000000e+01 8.913538617710572431e-01
5.400000000000000000e+01 9.953576550385476729e-01
5.500000000000000000e+01 7.872744050197740817e-01
5.600000000000000000e+01 7.265243692123465324e-01
5.700000000000000000e+01 6.800735037875869082e-01
5.800000000000000000e+01 4.081452676581859840e-01
5.900000000000000000e+01 7.911800568651728982e-01
6.000000000000000000e+01 4.993001350396348847e-01
6.100000000000000000e+01 9.990833690543827750e-01
6.200000000000000000e+01 9.999765478649701445e-01
6.300000000000000000e+01 4.352925901697641820e-01
6.400000000000000000e+01 7.922310242827504956e-01
6.500000000000000000e+01 9.280646005039401292e-01
6.600000000000000000e+01 9.451552922103617638e-01
6.700000000000000000e+01 9.842618028983451950e-01
6.800000000000000000e+01 8.384437980365165854e-01
6.900000000000000000e+01 8.027137959959045332e-01
7.000000000000000000e+01 6.523796545923887802e-01
7.100000000000000000e+01 7.924873159261808242e-01
7.200000000000000000e+01 6.816163977395558460e-01
7.300000000000000000e+01 9.995143625062949955e-01
7.400000000000000000e+01 6.837401269978612417e-01
7.500000000000000000e+01 9.903390053772356261e-01
7.600000000000000000e+01 7.550589739627950880e-01
7.700000000000000000e+01 8.052821882978152823e-01
7.800000000000000000e+01 8.596580914294890130e-01
7.900000000000000000e+01 7.362152585047572195e-01
8.000000000000000000e+01 5.339242473842820136e-01
8.100000000000000000e+01 4.533309409353003527e-01
8.200000000000000000e+01 6.054098419194163805e-01
8.300000000000000000e+01 9.181829963232986946e-01
8.400000000000000000e+01 6.559285272016134316e-01
8.500000000000000000e+01 5.248596118786253983e-01
8.600000000000000000e+01 4.507935991350452420e-01
8.700000000000000000e+01 9.999644440518143940e-01
8.800000000000000000e+01 3.978712249585370508e-01
8.900000000000000000e+01 9.999883750060554188e-01
9.000000000000000000e+01 7.101415720341213156e-01
9.100000000000000000e+01 5.737349938253735182e-01
9.200000000000000000e+01 4.798712975140060899e-01
9.300000000000000000e+01 4.496933116078991599e-01
9.400000000000000000e+01 8.622180673609588508e-01
9.500000000000000000e+01 6.690186176732842993e-01
9.600000000000000000e+01 6.955294982104425205e-01
9.700000000000000000e+01 9.775869423241125844e-01
9.800000000000000000e+01 9.937780671768239316e-01
9.900000000000000000e+01 3.897505335266153725e-01
